Time (us),ADC1,ADC2
7218520,0.013,0.080
7220499,0.038,0.041
7222479,0.075,0.003
7224486,0.065,0.020
7226462,0.118,0.000
7228711,0.537,1.198
7230396,0.420,0.048
7232282,1.295,0.619
7233963,2.302,2.420
7235612,0.133,0.610
7237294,1.150,0.497
7239577,0.003,0.291
7241513,0.007,0.079
7243516,0.000,0.091
7245319,0.991,0.382
7246998,2.401,2.359
7248654,0.294,0.907
7250339,0.816,0.251
7252621,0.094,0.542
7254524,0.001,0.109
7256440,0.251,0.001
7258329,0.924,0.338
7259995,2.396,2.354
7261661,0.340,0.924
7263948,2.165,2.421
7265601,0.094,0.525
7267504,0.026,0.049
7269487,0.057,0.020
7271465,0.114,0.000
7273100,2.342,1.912
7274745,0.915,1.603
7277044,2.427,2.263
7278700,0.586,1.242
7280389,0.476,0.071
7282258,1.487,0.805
7283933,2.198,2.421
7285601,0.087,0.512
7288104,2.365,1.957
7289766,1.081,1.745
7291429,0.251,0.000
7293057,2.422,2.127
7294711,0.642,1.310
7296385,0.467,0.067
7298870,1.700,2.228
7300530,0.000,0.164
7302156,2.100,1.515
7303784,1.207,1.860
7305441,0.197,0.000
7307076,2.386,2.018
7308747,0.899,1.581
7311034,2.425,2.300
7312678,0.457,1.091
7314362,0.655,0.157
7316026,2.434,2.260
7317685,0.479,1.115
7319361,0.631,0.142
7321645,0.177,0.693
7323311,0.987,0.380
7325003,2.400,2.343
7326641,0.254,0.812
7328319,0.960,0.360
7329992,2.387,2.366
7331654,0.303,0.880
7333931,2.072,2.400
7335562,0.012,0.317
7337450,0.186,0.000
7339086,2.373,1.970
7340745,0.889,1.572
7342426,0.242,0.000
7344669,0.289,0.877
7346355,0.678,0.170
7348043,2.432,2.187
7349702,0.599,1.273
7351387,0.487,0.069
7353260,1.467,0.786
7355549,0.000,0.169
7357170,2.023,1.409
7358816,1.432,2.033
7360443,0.173,0.000
7362082,2.383,2.010
7363723,0.762,1.438
7365414,0.333,0.019
7367878,1.761,2.257
7369538,0.000,0.212
7371158,2.087,1.486
7372805,1.372,1.989
7374468,0.100,0.003
7376332,0.915,0.333
7378620,0.075,0.501
7380535,0.000,0.150
7382135,2.181,1.635
7383794,1.259,1.901
7385433,0.205,0.000
7387069,2.413,2.085
7388714,0.689,1.369
7391014,2.394,2.357
7392667,0.382,0.995
7394343,0.787,0.227
7396007,2.417,2.321
7397653,0.298,0.872
7399333,0.822,0.256
7401617,0.089,0.525
7403517,0.000,0.093
7405298,1.187,0.530
7406971,2.340,2.409
7408638,0.204,0.762
7410306,1.036,0.409
7412601,0.046,0.424
7414509,0.017,0.065
7416482,0.072,0.009
7418486,0.071,0.012
7420439,0.219,0.000
7422088,2.374,1.983
7423747,0.935,1.615
7426038,2.427,2.283
7427695,0.551,1.200
7429385,0.500,0.078
7431257,1.489,0.810
7432934,2.187,2.425
7434604,0.096,0.526
7437112,2.347,1.915
7438773,1.135,1.795
7440438,0.208,0.000
7442072,2.396,2.044
7443737,0.830,1.505
7445398,0.397,0.035
7447265,1.419,0.738
7449569,0.000,0.260
7451178,1.978,1.342
7452828,1.519,2.095
7454465,0.097,0.001
7456485,0.065,0.018
7458470,0.126,0.000
7460713,0.545,1.211
7462386,0.481,0.071
7464262,1.441,0.757
7465950,2.252,2.423
7467593,0.076,0.494
7469510,0.021,0.063
7472082,2.418,2.094
7473733,0.834,1.508
7475414,0.337,0.016
7477268,1.405,0.725
7478936,2.209,2.422
7480597,0.076,0.493
7482510,0.021,0.061
7485085,2.415,2.082
7486739,0.874,1.551
7488432,0.238,0.000
7490061,2.414,2.108
7491721,0.714,1.388
7493392,0.433,0.046
7495860,1.641,2.183
7497508,0.001,0.088
7499535,0.000,0.162
7501150,2.132,1.560
7502797,1.310,1.946
7504461,0.122,0.000
7506078,2.386,2.013
7508349,0.865,0.274
7510035,2.434,2.219
7511700,0.572,1.221
7513368,0.577,0.121
7515043,2.422,2.187
7516693,0.556,1.209
7518995,2.354,2.393
7520650,0.284,0.862
7522334,0.840,0.276
7524012,2.426,2.300
7525672,0.399,1.017
7527339,0.778,0.238
7563754,0.806,1.505
7565429,0.237,0.000
7567071,2.407,2.073
7568721,0.749,1.422
7570410,0.358,0.026
7572281,1.311,0.639
7574566,0.000,0.247
7576186,1.927,1.289
7577848,1.664,2.198
7579499,0.020,0.067
7581487,0.063,0.021
7583460,0.142,0.000
7585104,2.329,1.883
7587369,0.717,0.187
7589055,2.423,2.138
7590711,0.644,1.305
7592383,0.488,0.076
7594266,1.408,0.729
7595954,2.264,2.427
7598218,1.830,1.155
7599875,1.854,2.308
7601541,0.000,0.205
7603144,2.141,1.572
7604791,1.237,1.890
7606426,0.242,0.000
7608070,2.412,2.085
7610321,1.055,0.418
7611989,2.384,2.379
7613649,0.281,0.842
7615315,0.959,0.359
7617001,2.401,2.344
7618640,0.236,0.805
7620926,2.060,2.394
7622577,0.026,0.380
7624495,0.044,0.033
7626463,0.128,0.000
7628103,2.328,1.892
7629754,0.985,1.656
7632061,2.436,2.186
7633721,0.731,1.407
7635409,0.360,0.019
7637264,1.443,0.754
7638936,2.210,2.425
7640595,0.065,0.468
7642501,0.034,0.042
7645077,2.425,2.117
7646733,0.823,1.513
7648419,0.306,0.009
7650323,0.984,0.375
7651997,2.401,2.354
7653660,0.338,0.919
7655940,2.128,2.410
7657591,0.061,0.469
7659515,0.014,0.077
7661458,0.148,0.000
7663096,2.357,1.939
7664750,0.959,1.632
7666441,0.196,0.000
7668689,0.405,1.026
7670365,0.612,0.139
7672051,2.421,2.158
7673696,0.577,1.230
7675388,0.487,0.071
7677256,1.501,0.817
7679543,0.000,0.147
7681162,2.066,1.467
7682824,1.485,2.075
7684467,0.089,0.002
7686471,0.096,0.003
7688471,0.119,0.000
7690725,0.631,1.308
7692401,0.398,0.036
7694285,1.269,0.598
7695979,2.352,2.401
7697623,0.177,0.688
7699318,0.961,0.360
7700983,2.375,2.379
7703262,1.516,0.817
7704933,2.187,2.423
7706600,0.090,0.505
7708497,0.050,0.029
7710457,0.149,0.000
7712102,2.335,1.891
7714365,0.742,0.213
7716037,2.437,2.221
7717692,0.519,1.171
7719370,0.571,0.111
7721033,2.433,2.247
7722680,0.476,1.108
7724367,0.617,0.139
7726646,0.194,0.729
7728319,0.947,0.346
7730017,2.430,2.302
7731668,0.400,1.020
7733359,0.671,0.168
7735031,2.437,2.238
7737298,1.245,0.572
7738980,2.368,2.394
7740649,0.277,0.839
7742318,0.928,0.343
7744005,2.409,2.342
7745657,0.342,0.922
7747949,2.181,2.421
7749605,0.104,0.550
7751278,1.272,0.605
7752951,2.272,2.423
7754606,0.102,0.546
7756263,1.356,0.680
7757945,2.235,2.421
7760203,1.918,1.259
7761853,1.715,2.225
7763515,0.001,0.100
7765433,0.267,0.003
7767311,1.094,0.458
7768988,2.386,2.367
7771264,1.503,0.807
7772940,2.220,2.425
7774608,0.105,0.558
7776266,1.334,0.664
7777944,2.229,2.420
7779588,0.056,0.461
7781500,0.039,0.039
7784066,2.433,2.171
7785716,0.704,1.388
7787409,0.363,0.023
7789277,1.343,0.667
7790952,2.276,2.424
7792618,0.147,0.624
7794904,1.923,2.337
7796557,0.004,0.274
7798500,0.045,0.030
7801983,2.346,2.404
7803648,0.270,0.827
7805324,0.884,0.308
7807631,0.131,0.605
7809306,1.035,0.415
7810984,2.367,2.388
7812637,0.245,0.791
7814322,0.948,0.348
7816001,2.411,2.341
7817657,0.322,0.894
7819948,2.178,2.425
7821606,0.107,0.555
7823276,1.281,0.612
7824951,2.274,2.423
7826614,0.126,0.595
7828285,1.185,0.533
7830586,0.016,0.343
7832476,0.094,0.005
7834467,0.124,0.001
7836354,0.729,0.205
7838036,2.432,2.230
7839688,0.518,1.163
7841377,0.551,0.101
7843645,0.177,0.704
7845319,0.929,0.341
7847007,2.409,2.328
7848664,0.381,0.977
7850356,0.690,0.179
7852036,2.437,2.211
7854308,1.156,0.492
7855978,2.357,2.396
7857649,0.279,0.844
7859331,0.838,0.272
7861020,2.426,2.295
7862665,0.388,0.996
7864966,2.254,2.421
7866619,0.157,0.647
7868308,1.044,0.419
7869984,2.379,2.379
7871650,0.283,0.856
7873325,0.879,0.298
7875013,2.420,2.317
7877264,1.491,0.783
7878953,2.274,2.421
7880618,0.134,0.616
7882284,1.188,0.542
7883963,2.303,2.418
7885610,0.132,0.598
7887896,1.872,2.316
7889560,0.008,0.282
7891488,0.058,0.021
7893456,0.153,0.000
7895101,2.340,1.904
7896745,0.916,1.602
7898428,0.248,0.000
7900672,0.322,0.902
7902337,0.811,0.253
7904023,2.427,2.283
7905667,0.399,1.011
7907343,0.783,0.236
7909024,2.428,2.263
7911295,1.259,0.579
7912982,2.366,2.388
7914645,0.261,0.816
7916316,0.937,0.354
7918004,2.404,2.337
7919652,0.322,0.896
7921948,2.170,2.418
7923607,0.121,0.568
7925285,1.215,0.553
7926945,2.252,2.421
7928612,0.104,0.580
7930272,1.286,0.613
7931958,2.286,2.421
7965838,1.463,2.088
7967495,0.029,0.050
7969473,0.098,0.006
7971488,0.057,0.022
7973452,0.169,0.000
7975101,2.339,1.904
7977362,0.761,0.215
7979040,2.435,2.187
7980711,0.651,1.317
7982382,0.490,0.078
7984264,1.417,0.738
7985951,2.259,2.420
7988213,1.852,1.188
7989871,1.836,2.292
7991536,0.000,0.181
7993147,2.122,1.539
7994795,1.270,1.907
7996444,0.165,0.000
7998082,2.384,2.011
8000328,0.997,0.377
8002004,2.414,2.337
8003661,0.344,0.934
8005326,0.868,0.295
8007008,2.410,2.328
8008659,0.322,0.948
8010954,2.187,2.420
8012608,0.121,0.569
8014282,1.242,0.580
8015950,2.267,2.421
8017599,0.079,0.504
8019503,0.031,0.043
8021474,0.096,0.001
8024088,2.404,2.047
8025739,0.881,1.554
8027428,0.260,0.001
8029331,0.921,0.336
8030996,2.398,2.355
8032660,0.336,0.919
8034949,2.166,2.422
8036594,0.068,0.486
8038504,0.039,0.039
8040463,0.129,0.000
8042105,2.322,1.884
8043745,0.918,1.602
8046040,2.432,2.269
8047697,0.568,1.224
8049390,0.465,0.060
8051244,1.581,0.900
8052922,2.140,2.414
8054579,0.034,0.385
8056480,0.087,0.004
8059098,2.387,2.012
8060749,0.951,1.619
8062430,0.243,0.000
8064057,2.421,2.126
8065718,0.700,1.366
8067398,0.400,0.033
8069890,1.839,2.300
8071538,0.000,0.213
8073163,2.051,1.453
8074802,1.361,1.977
8076461,0.117,0.000
8078078,2.388,2.005
8079742,0.877,1.545
8082029,2.417,2.314
8083676,0.447,1.085
8085355,0.698,0.183
8087019,2.430,2.278
8088685,0.485,1.116
8090356,0.662,0.162
8092638,0.147,0.646
8094311,0.986,0.380
8095998,2.397,2.355
8097644,0.277,0.840
8099323,0.925,0.335
8100991,2.393,2.366
8103262,1.515,0.819
8104929,2.171,2.419
8106590,0.061,0.453
8108488,0.078,0.010
8110430,0.266,0.002
8112279,1.289,0.616
8113972,2.333,2.409
8116233,1.729,1.042
8117882,1.911,2.329
8119552,0.000,0.245
8121156,2.076,1.482
8122815,1.424,2.027
8124456,0.121,0.000
8126704,0.501,1.159
8128374,0.557,0.104
8130047,2.425,2.182
8131692,0.547,1.196
8133370,0.588,0.125
8135031,2.438,2.228
8136686,0.485,1.117
8138966,2.246,2.421
8140607,0.107,0.566
8142272,1.315,0.639
8143944,2.246,2.426
8145601,0.090,0.524
8147495,0.050,0.033
8150073,2.427,2.138
8151719,0.734,1.408
8153407,0.372,0.029
8155263,1.442,0.761
8156932,2.198,2.423
8158605,0.079,0.495
8161113,2.345,1.905
8162766,1.084,1.751
8164424,0.277,0.003
8166315,1.046,0.418
8167980,2.367,2.388
8169649,0.279,0.844
8171327,0.863,0.284
8173625,0.111,0.572
8175280,1.239,0.574
8176963,2.304,2.418
8178612,0.116,0.606
8180283,1.224,0.566
8181955,2.288,2.422
8184233,1.712,1.021
8185883,1.917,2.333
8187539,0.000,0.195
8189150,2.105,1.522
8190794,1.257,1.905
8192436,0.196,0.000
8194085,2.381,1.996
8196344,0.888,0.298
8198022,2.432,2.273
8199686,0.491,1.123
8201350,0.701,0.182
8203023,2.427,2.278
8204661,0.360,0.967
8206950,2.183,2.418
8208604,0.086,0.542
8210518,0.009,0.084
8212511,0.016,0.068
8214480,0.078,0.013
8216439,0.222,0.000
8218686,0.392,1.016
8220366,0.599,0.128
8222056,2.424,2.139
8223708,0.656,1.326
8225396,0.430,0.050
8227241,1.608,0.918
8228919,2.128,2.410
8231183,2.039,1.415
8232838,1.607,2.151
8234500,0.024,0.062
8236467,0.111,0.000
8238093,2.354,1.944
8239754,0.988,1.662
8242068,2.427,2.149
8243725,0.757,1.433
8245411,0.348,0.021
8247260,1.468,0.784
8248943,2.242,2.422
8250603,0.098,0.530
8252509,0.022,0.061
8255081,2.418,2.099
8256738,0.866,1.547
8258430,0.239,0.000
8260066,2.402,2.077
8261726,0.758,1.428
8263398,0.393,0.032
8265875,1.751,2.249
8267521,0.000,0.139
8269148,2.129,1.559
8270789,1.259,1.899
8272451,0.153,0.000
8274081,2.379,1.992
8276350,0.852,0.268
8278020,2.432,2.274
8279682,0.468,1.099
8281357,0.656,0.158
8283040,2.435,2.212
8284678,0.464,1.095
8286361,0.654,0.158
8288649,0.170,0.725
8290316,0.951,0.352
8291992,2.388,2.370
8293648,0.296,0.867
8295330,0.867,0.297
8297000,2.409,2.338
8299275,1.422,0.728
8300947,2.260,2.424
8302608,0.114,0.562
8304259,1.377,0.706
8305941,2.219,2.425
8307587,0.062,0.454
8309493,0.056,0.026
8312069,2.427,2.156
8313718,0.723,1.397
8315412,0.342,0.012
8317268,1.403,0.726
8318933,2.187,2.416
8320599,0.081,0.507
8323103,2.370,1.962
8324765,1.073,1.740
8326419,0.308,0.009
8328321,1.001,0.387
8329986,2.383,2.377
8331656,0.322,0.889
8365000,2.362,2.379
8366658,0.338,0.923
8368337,0.823,0.261
8370004,2.415,2.329
8371669,0.382,0.987
8373345,0.733,0.205
8375635,0.147,0.643
8377313,0.986,0.377
8379008,2.414,2.332
8380657,0.347,0.933
8382333,0.846,0.283
8384000,2.410,2.343
8385667,0.379,0.986
8387966,2.245,2.419
8389625,0.182,0.693
8391317,0.977,0.366
8392991,2.403,2.363
8394654,0.303,0.883
8396326,0.869,0.302
8398626,0.094,0.584
8400535,0.000,0.156
8402139,2.157,1.602
8403791,1.241,1.889
8405440,0.175,0.000
8407084,2.379,2.000
8409354,0.821,0.253
8411022,2.430,2.278
8412688,0.498,1.143
8414347,0.717,0.198
8416025,2.433,2.271
8417659,0.357,0.950
8419352,0.712,0.192
8421622,0.105,0.564
8423281,1.227,0.564
8424958,2.281,2.419
8426604,0.111,0.559
8428261,1.397,0.715
8429937,2.220,2.421
8432203,1.924,1.270
8433856,1.734,2.233
8435511,0.007,0.090
8437523,0.000,0.121
8439137,2.186,1.648
8440794,1.302,1.933
8442456,0.139,0.002
8444912,1.982,2.364
8446570,0.021,0.354
8448469,0.134,0.000
8450091,2.351,1.929
8451754,0.957,1.635
8453430,0.217,0.000
8455680,0.352,0.967
8457361,0.640,0.149
8459055,2.426,2.142
8460700,0.601,1.259
8462386,0.489,0.075
8464260,1.462,0.778
8466548,0.000,0.175
8468168,2.029,1.416
8469821,1.473,2.051
8471460,0.104,0.000
8473095,2.355,1.939
8474734,0.843,1.521
8476415,0.312,0.013
8478860,1.642,2.182
8480512,0.001,0.105
8482438,0.241,0.000
8484068,2.407,2.056
8485729,0.774,1.452
8487400,0.381,0.029
8489865,1.679,2.210
8491525,0.000,0.158
8493152,2.117,1.536
8494797,1.313,1.946
8496452,0.145,0.000
8498077,2.385,2.013
8499734,0.807,1.489
8502026,2.415,2.323
8503662,0.367,0.977
8505350,0.722,0.201
8507009,2.416,2.314
8508668,0.376,0.979
8510336,0.797,0.248
8512631,0.119,0.595
8514291,1.127,0.492
8515964,2.305,2.410
8517595,0.083,0.503
8519498,0.038,0.039
8521458,0.146,0.000
8523708,0.512,1.173
8525383,0.500,0.078
8527270,1.377,0.695
8528963,2.304,2.416
8530608,0.124,0.585
8532284,1.219,0.553
8533959,2.300,2.418
8536227,1.763,1.069
8537885,1.923,2.337
8539557,0.000,0.271
8541163,2.035,1.421
8542810,1.387,1.997
8544451,0.136,0.000
8546701,0.491,1.137
8548377,0.531,0.095
8550239,1.604,0.917
8551917,2.095,2.402
8553568,0.019,0.349
8555464,0.131,0.000
8557088,2.362,1.951
8559376,0.667,0.158
8561057,2.430,2.117
8562727,0.765,1.442
8564402,0.364,0.023
8566277,1.310,0.647
8567954,2.274,2.419
8570226,1.773,1.087
8571888,1.945,2.345
8573554,0.001,0.259
8575488,0.060,0.022
8577466,0.115,0.000
8579098,2.346,1.916
8581361,0.766,0.219
8583040,2.436,2.208
8584708,0.634,1.293
8586379,0.506,0.083
8588257,1.471,0.786
8589944,2.226,2.422
8591595,0.079,0.510
8594090,2.397,2.035
8595745,0.916,1.602
8597435,0.215,0.000
8599066,2.409,2.077
8600728,0.766,1.438
8602403,0.370,0.027
8604884,1.808,2.282
8606531,0.000,0.183
8608150,2.127,1.548
8609800,1.343,1.964
8611456,0.135,0.000
8613086,2.372,1.970
8614746,0.900,1.581
8617022,2.408,2.329
8618677,0.459,1.084
8620356,0.691,0.172
8622014,2.423,2.299
8623674,0.419,1.036
8625342,0.752,0.219
8627632,0.128,0.603
8629296,1.099,0.464
8632474,0.081,0.006
8634491,0.049,0.031
8636473,0.098,0.002
8638432,0.243,0.000
8640691,0.420,1.051
8642357,0.666,0.165
8644048,2.430,2.171
8645701,0.599,1.267
8647390,0.465,0.056
8649255,1.498,0.811
8650934,2.187,2.421
8653209,1.891,1.217
8654854,1.725,2.230
8656509,0.007,0.083
8658516,0.009,0.082
8660525,0.001,0.117
8662438,0.227,0.000
8664681,0.364,0.978
8666364,0.617,0.141
8668048,2.429,2.171
8669704,0.622,1.293
8671389,0.469,0.063
8673262,1.449,0.763
8674931,2.195,2.419
8677215,1.844,1.166
8678871,1.839,2.294
8680540,0.000,0.201
8682145,2.123,1.547
8683792,1.258,1.895
8685440,0.182,0.000
8687684,0.385,1.010
8689364,0.612,0.140
8691039,2.437,2.220
8692689,0.534,1.180
8694371,0.584,0.122
8696023,2.426,2.260
8698279,1.376,0.695
8699969,2.332,2.408
8701628,0.185,0.700
8703302,1.051,0.432
8704972,2.317,2.405
8706608,0.133,0.585
8708274,1.294,0.623
8710558,0.000,0.218
8712175,1.990,1.366
8713847,1.649,2.194
8715502,0.012,0.077
8717478,0.083,0.008
8719494,0.044,0.034
8722076,2.419,2.108
8723731,0.822,1.502
8725421,0.287,0.007
8727326,0.959,0.354
8729006,2.418,2.322
8730669,0.390,1.001
8732339,0.780,0.235
8766430,0.338,0.008
8768331,0.906,0.322
8769995,2.401,2.351
8771652,0.293,0.867
8773329,0.855,0.280
8775020,2.429,2.291
8777286,1.337,0.644
8778967,2.326,2.411
8780632,0.203,0.731
8782299,1.075,0.447
8783982,2.360,2.392
8785639,0.251,0.805
8787929,2.084,2.403
8789584,0.050,0.432
8791480,0.088,0.003
8793472,0.105,0.002
8795318,1.011,0.386
8796992,2.386,2.374
8798654,0.297,0.918
8800952,2.198,2.414
8802608,0.120,0.579
8804291,1.167,0.511
8805960,2.310,2.411
8807620,0.154,0.639
8809295,1.109,0.468
8811594,0.034,0.391
8813499,0.037,0.043
8815473,0.100,0.005
8817358,0.701,0.186
8819050,2.429,2.164
8820701,0.607,1.272
8822988,2.333,2.405
8824640,0.247,0.796
8826333,0.851,0.281
8828001,2.410,2.335
8829661,0.343,0.934
8831333,0.821,0.260
8833015,2.423,2.308
8835275,1.402,0.711
8836952,2.273,2.423
8838614,0.114,0.597
8840276,1.249,0.579
8841967,2.320,2.414
8843618,0.164,0.655
8845916,2.003,2.376
8847569,0.014,0.351
8849463,0.137,0.000
8851086,2.364,1.962
8852755,0.967,1.645
8854431,0.218,0.000
8856077,2.398,2.033
8858338,0.937,0.338
8860020,2.429,2.284
8861688,0.496,1.133
8863360,0.624,0.146
8865045,2.425,2.180
8866705,0.643,1.298
8869009,2.390,2.365
8870667,0.392,1.004
8872350,0.727,0.199
8874026,2.429,2.255
8875694,0.537,1.185
8877364,0.602,0.133
8879658,0.237,0.802
8881331,0.842,0.266
8883014,2.421,2.310
8884649,0.299,0.880
8886331,0.863,0.284
8888004,2.419,2.332
8889676,0.428,1.052
8891957,2.222,2.420
8893599,0.090,0.511
8895510,0.020,0.061
8897482,0.077,0.017
8899468,0.106,0.000
8901099,2.342,1.908
8903357,0.801,0.237
8905023,2.432,2.272
8906688,0.498,1.139
8908358,0.640,0.150
8910048,2.435,2.172
8911694,0.559,1.217
8913377,0.545,0.096
8915847,1.550,2.126
8917506,0.012,0.085
8919485,0.065,0.020
8921458,0.144,0.000
8923095,2.355,1.928
8924745,0.923,1.604
8927041,2.419,2.273
8928701,0.595,1.258
8930397,0.418,0.048
8932269,1.396,0.715
8933945,2.248,2.422
8935609,0.116,0.574
8937882,1.788,2.275
8939556,0.001,0.271
8941491,0.053,0.026
8943462,0.130,0.000
8945107,2.315,1.856
8946756,1.004,1.680
8948421,0.269,0.000
8950674,0.312,0.914
8952348,0.727,0.203
8954035,2.429,2.233
8955685,0.508,1.150
8957369,0.601,0.128
8959040,2.433,2.184
8961301,1.204,0.537
8962970,2.331,2.408
8964636,0.220,0.754
8966297,1.091,0.459
8967981,2.358,2.394
8969641,0.265,0.816
8971327,0.890,0.306
8973610,0.068,0.484
8975522,0.000,0.114
8977122,2.239,1.720
8978775,1.120,1.785
8980422,0.269,0.002
8982324,0.961,0.363
8984619,0.093,0.533
8986529,0.000,0.133
8988130,2.187,1.666
8989799,1.299,1.935
8991446,0.157,0.000
8993090,2.370,1.962
8995348,0.861,0.276
8997031,2.436,2.244
8998698,0.570,1.218
9000358,0.647,0.149
9002040,2.436,2.210
9003676,0.457,1.080
9005362,0.641,0.152
9007632,0.149,0.638
9009310,1.008,0.390
9011000,2.404,2.347
9012643,0.271,0.839
9014313,0.999,0.388
9015987,2.382,2.371
9018252,1.581,0.884
9019937,2.211,2.422
9021592,0.058,0.466
9023504,0.029,0.042
9025477,0.087,0.007
9027490,0.037,0.032
9029472,0.104,0.004
9031961,2.238,2.424
9033613,0.143,0.624
9035290,1.170,0.519
9036965,2.324,2.411
9038625,0.160,0.682
9040300,1.067,0.442
9042595,0.032,0.391
9044497,0.036,0.039
9046471,0.104,0.002
9048313,1.026,0.409
9050004,2.409,2.343
9051656,0.335,0.919
9053952,2.195,2.421
9055603,0.100,0.537
9057272,1.312,0.640
9058946,2.255,2.422
9060602,0.092,0.526
9062512,0.016,0.071
9064487,0.056,0.022
9067054,2.433,2.216
9068711,0.671,1.343
9070395,0.430,0.050
9072243,1.593,0.900
9073918,2.129,2.410
9075573,0.020,0.350
9078077,2.419,2.105
9079738,0.872,1.550
9081427,0.261,0.001
9083326,0.953,0.359
9085001,2.408,2.332
9086662,0.350,0.949
9088335,0.806,0.253
9090635,0.143,0.642
9092310,1.004,0.391
9093996,2.387,2.363
9095647,0.293,0.861
9097326,0.901,0.322
9098997,2.404,2.337
9101271,1.433,0.741
9102939,2.221,2.425
9104599,0.081,0.511
9106504,0.032,0.052
9108481,0.088,0.007
9110479,0.073,0.015
9113032,2.421,2.306
9114688,0.526,1.166
9116380,0.526,0.091
9118244,1.581,0.896
9119919,2.128,2.410
9121573,0.031,0.360
9123467,0.116,0.000
9125702,0.485,1.133
9127385,0.481,0.070
9129270,1.365,0.682
9130962,2.292,2.414
9132612,0.138,0.617
9134299,1.109,0.468
9167611,0.062,0.479
9169527,0.001,0.114
9171436,0.255,0.000
9173064,2.410,2.077
9174720,0.716,1.390
9176402,0.373,0.026
9178877,1.762,2.257
9180534,0.000,0.192
9182160,2.059,1.471
9183802,1.368,1.983
9185464,0.106,0.000
9187079,2.374,2.002
9188733,0.811,1.491
9191016,2.397,2.347
9192669,0.416,1.031
9194346,0.757,0.219
9196016,2.422,2.287
9197673,0.416,1.031
9199338,0.774,0.230
9201630,0.120,0.593
9203298,1.083,0.441
9204970,2.332,2.402
9206609,0.136,0.594
9208288,1.182,0.534
9209960,2.305,2.416
9212216,1.835,1.158
9213864,1.811,2.278
9215525,0.001,0.134
9217450,0.183,0.000
9219080,2.382,1.997
9220744,0.889,1.559
9222416,0.291,0.007
9224928,2.073,2.403
9226579,0.047,0.419
9228500,0.044,0.032
9230452,0.167,0.000
9232094,2.354,1.938
9233749,0.958,1.633
9236048,2.433,2.241
9237697,0.561,1.221
9239389,0.465,0.066
9241247,1.558,0.859
9242919,2.134,2.412
9244572,0.026,0.355
9246473,0.106,0.001
9248955,2.198,2.430
9250614,0.146,0.624
9252300,1.083,0.455
9253968,2.337,2.409
9255635,0.220,0.748
9257306,1.016,0.400
9259607,0.059,0.464
9261528,0.000,0.135
9263135,2.176,1.630
9264791,1.244,1.890
9266426,0.236,0.000
9268073,2.400,2.058
9270320,1.071,0.432
9271987,2.381,2.379
9273648,0.273,0.839
9275309,0.997,0.386
9276994,2.395,2.366
9278638,0.227,0.795
9280311,1.012,0.391
9282584,0.020,0.339
9284494,0.041,0.034
9286460,0.136,0.000
9288108,2.311,1.846
9289754,0.997,1.671
9291441,0.180,0.000
9293689,0.411,1.037
9295362,0.633,0.143
9297045,2.431,2.183
9298690,0.545,1.193
9300378,0.529,0.098
9302252,1.523,0.832
9303924,2.160,2.409
9306204,1.916,1.257
9307863,1.784,2.260
9309531,0.000,0.168
9311141,2.142,1.575
9312797,1.298,1.928
9314444,0.164,0.000
9316694,0.442,1.083
9318373,0.548,0.103
9320048,2.433,2.172
9321690,0.545,1.193
9323373,0.572,0.117
9325028,2.432,2.238
9327294,1.270,0.589
9328982,2.365,2.382
9330645,0.265,0.817
9332315,0.937,0.353
9333998,2.399,2.355
9335647,0.296,0.867
9337334,0.841,0.266
9339609,0.072,0.494
9341512,0.004,0.076
9343518,0.004,0.092
9345526,0.000,0.140
9347139,2.166,1.625
9348786,1.233,1.884
9351053,2.433,2.217
9352699,0.591,1.248
9354394,0.440,0.052
9356265,1.418,0.743
9357934,2.210,2.425
9359596,0.079,0.492
9361491,0.056,0.024
9364071,2.426,2.144
9365728,0.800,1.478
9367427,0.245,0.000
9369059,2.419,2.106
9370723,0.739,1.412
9372396,0.404,0.039
9374862,1.659,2.199
9376522,0.000,0.149
9378144,2.147,1.591
9379793,1.295,1.929
9381455,0.139,0.000
9383080,2.382,1.998
9385353,0.823,0.254
9387020,2.433,2.277
9388685,0.489,1.120
9390359,0.640,0.137
9392043,2.433,2.192
9393682,0.495,1.129
9395366,0.608,0.133
9397644,0.176,0.695
9399323,0.882,0.303
9401003,2.407,2.340
9402640,0.255,0.814
9404312,1.002,0.383
9405968,2.332,2.401
9408231,1.740,1.039
9409873,1.859,2.306
9411528,0.000,0.149
9413132,2.184,1.652
9414799,1.299,1.938
9416456,0.118,0.000
9418092,2.364,1.950
9420360,0.785,0.232
9422033,2.435,2.228
9423696,0.555,1.208
9425369,0.569,0.116
9427048,2.424,2.162
9428696,0.580,1.235
9430991,2.335,2.405
9432642,0.262,0.829
9434334,0.844,0.275
9436008,2.416,2.316
9437662,0.352,0.947
9439341,0.760,0.225
9441642,0.170,0.675
9443319,0.917,0.322
9445005,2.411,2.336
9446652,0.322,0.899
9448340,0.801,0.244
9450011,2.424,2.305
9451668,0.387,0.996
9453954,2.198,2.424
9455610,0.136,0.607
9457291,1.163,0.516
9458966,2.333,2.410
9460619,0.152,0.640
9462292,1.122,0.485
9464591,0.022,0.357
9468010,2.409,2.343
9469663,0.378,0.980
9471348,0.740,0.210
9473026,2.433,2.251
9474682,0.470,1.099
9476345,0.734,0.211
9478633,0.118,0.622
9480298,1.106,0.470
9481976,2.346,2.398
